Speaker,Utterance,Dialogue_Act,Dialogue_Act_ISO
SYS,"As for Fukuoka, 11 days at a 2.5 star hotel would cost 4719.74USD.",suggest,directive
SYS,I can offer 14 days in Essen for 3787.14USD; this would be at a 2.0 star hotel.,suggest,directive
SYS,4 days at a 2.0 star hotel in San Antonio would cost 2311.48USD.,suggest,directive
USR,"Let's start with Philadelphia, how much is it I upgrade to business class?",inform,inform
SYS,"For this hotel in Philadelphia, it would cost 3340.56USD to travel from Maceio by business class.",offer,commissive
USR,And for a four star hotel?,inform,inform
SYS,"Sorry, I only have 2.5 star hotels available in Philadelphia.",inform,inform
USR,Let's see about Fukuoka upgraded to business class and a four star hotel.,inform,inform
SYS,"I have a 3.5 star hotel available in Fukuoka, The Oceanside Hotel.",suggest,directive
SYS,It has a guest rating of 8.22/10.,suggest,directive
SYS,I could book you a business class trip for 11 days at 6228.88USD.,suggest,directive
USR,Is this hotel in the downtown area of the city?,request,directive
SYS,"I do not know the location of The Oceanside Hotel within the city of Fukuoka, sorry.",inform,inform
USR,Is there a spa in the hotel?,request,directive
SYS,"There is no spa in the hotel, but there is free wifi.",inform,inform
USR,I will keep this option in mind.,inform,inform
USR,"How about Essen, do you have anything less than 14 days?",inform,inform
SYS,Do you have a length of stay in mind?,request,directive
USR,Around 11 days.,inform,inform
SYS,"Sorry, I am only coming up with 14 day trips to Essen.",suggest,directive
SYS,Perhaps another nearby departure city would work?,suggest,directive
USR,Good idea.,inform,inform
USR,What about Canoas?,inform,inform
SYS,It seems that Canoas is not in my database.,no_result,
USR,What about porto alegre,inform,inform
SYS,I have multiple 5 day options available from Porto to Essen.,offer,commissive
USR,I would prefer 11 days,inform,inform
SYS,Do you have a departure date in mind?,request,directive
SYS,Or an approximate departure date?,request,directive
USR,Anytime in the month of September,inform,inform
SYS,Unfortunately I only have 5 days options leaving from Porto available at this time.,inform,inform
USR,"In that case, let's go back to the Fukuoka 11 day package.",switch_frame,
SYS,Would you like me to explore your Fukuoka options leaving from Porto Alegre?,suggest,directive
USR,Yes please.,affirm,answer
SYS,I can offer 13 days in Fukuoka for 5777.48USD.,suggest,directive
USR,"In that case, I will take the 11 day package.",request,directive
USR,"One more thing, is there free breakfast?",request,directive
SYS,The 11 day trip to Fukuoka from Maceia is also during August.,inform,inform
SYS,"However, the Oceanside Hotel does provide free breakfast!",inform,inform
USR,I'll book this one.,thankyou,thanking
USR,"Thank you, friend!",thankyou,thanking
SYS,"Great, thank you!",thankyou,thanking
USR,Good afternoon.,inform,inform
USR,I'd like to book a business trip to New York from Mannheim.,inform,inform
USR,What can you offer?,inform,inform
SYS,Certainly.,inform,inform
SYS,What date do you have business in Mannheim so that I can accommodate your schedule?,inform,inform
USR,"Dates are flexible, but I have a company budget of 3100 USD.",inform,inform
USR,I'd like to go either in August or September.,inform,inform
SYS,Great.,offer,commissive
SYS,I have a 5 star hotel available for 2097.76USD.,offer,commissive
USR,how much will it cost?,request,directive
SYS,The above price leaves August 17th and returns August 27th.,suggest,directive
SYS,"To leave August 27th and return on September 6th, the price would be 2582.47USD.",suggest,directive
USR,What about leaving around September 13th?,inform,inform
SYS,You could leave September 16th and return September 26th for 2753.45USD.,suggest,directive
USR,I prefer the one leaving on August 17th.,request,directive
USR,Is there free wifi?,request,directive
SYS,The Regal Resort has free wifi as well as a spa to relax at after your business meetings!,inform,inform
USR,That sounds very nice.,request,directive
USR,Does the package include a business class flight?,request,directive
SYS,2097.76USD is the cost for Economy flights.,suggest,directive
SYS,To upgrade to Business class would cost 2674.43USD.,suggest,directive
SYS,Would you like to book this trip with Business class flights?,suggest,directive
USR,Yes I would!,switch_frame,
SYS,Perfect.,inform,inform
SYS,"You will depart from New York at 2:00 pm - Wednesday, August 17th 2016.",inform,inform
USR,What is the time of arrival?,request,directive
SYS,"You will arrive in Mannheim at 10:16 pm - Wednesday, August 17th 2016.",inform,inform
USR,Great!,request,directive
USR,And the time at which I will be departing from Mannheim to return to nyc?,request,directive
SYS,"You will leave Mannheim at 8:00 am - Saturday, August 27th 2016 and arrive in New York at 4:16 pm - Saturday, August 27th 2016",inform,inform
USR,Excellent.,request,directive
USR,There is a possibility that I may need to bring a co-worker with me.,request,directive
USR,How much would the trip cost for 2 people?,request,directive
SYS,"To include a second person on this trip, with both of you flying business class, the cost would be 5348.87USD",suggest,directive
USR,I see.,switch_frame,
USR,In that case I will book this trip only for myself today.,switch_frame,
SYS,Ok.,thankyou,thanking
SYS,Have a good day,thankyou,thanking
USR,It was a pleasure!,thankyou,thanking
USR,Thank you.,thankyou,thanking
USR,"Hi I am planning on booking a vacation soon, around August 27th",inform,inform
SYS,Do you have an idea of where you would like to go?,request,directive
USR,I was thinking maybe St. Louis,inform,inform
SYS,what city will you be departing from?,request,directive
SYS,Any other people travelling with you?,request,directive
USR,I will be departing from Tijuana.,inform,inform
USR,I'll be going solo,inform,inform
SYS,I have several options available.,inform,inform
SYS,A good option would be Chateau Inn & Suites which is a nicely located 3-star hotel.,inform,inform
SYS,"Departure on an economy flight would be on August 27th, returning on Sept 5th.",inform,inform
SYS,Total cost for this package is $1324.29.,inform,inform
SYS,It is also available in business class.,inform,inform
USR,what type of packages would i get if i were to go to Mannheim instead?,inform,inform
SYS,"If you would rather go to Mannheim, I have 6 day packages available at a 5-star hotel called The Regal Resort.",offer,commissive
USR,"im looking for a longer trip, would there perhaps be one in san antonio?",inform,inform
SYS,I have 9 day trips available in San Antonio but the departure dates are all in September.,suggest,directive
SYS,Are you able to go in September instead of August 27th?,suggest,directive
USR,yes i could as long as i return by September 17th,inform,inform
SYS,"I have departures available on September 1st, September 7th and September 8th.",suggest,directive
SYS,"I have two choices in hotels - the Vertex Inn or the Winter Hill Inn.,",suggest,directive
SYS,both of which are rated two stars.,suggest,directive
USR,What would the duration be?,inform,inform
USR,and could I see some better rated hotels?,inform,inform
SYS,"Availability is from Sept 1st to the 9th, Sept 7 to the 15th and Sept 8th to the 16th.",suggest,directive
SYS,I do not have any hotels available with a better rating.,suggest,directive
SYS,"Please do note that both hotels have free parking,  free breakfast and free wifi.",suggest,directive
SYS,Are you looking for a flight in economy class or business class?,suggest,directive
USR,"they seem very accommodating, how much would this stay on the 1st be compared a vacation in mannheim at the regal resort?",request_compare,directive
SYS,In economy or business class?,suggest,directive
USR,for business class,inform,inform
SYS,"For business class at the Vertex Inn in San Antonio Sept 7 to Sept 15th, the price is $1477.34.",offer,commissive
USR,in contrast to mannheim?,switch_frame,
SYS,"Also in business class in San Antonio, I have the Winter Hill either from Sept 1st to 9th or Sept 8th to the 16th at $1477.00.",offer,commissive
SYS,"Business class to the Regal in Mannheim is $3451.00 if you choose to go Aug 27 to Aug 31st and if you pick the week of Sept 6th to the 10th, it is $4249.00.",offer,commissive
USR,"I think i would like to book the trip to mannheim, leaving on the 27th",inform,inform
SYS,Okay I will get all your information and we will proceed with the booking.,inform,inform
SYS,We  appreciate your business.,inform,inform
USR,thank you very much,thankyou,thanking
USR,Hi!,inform,inform
USR,I hear Hogsmeade has some excellent bars.,inform,inform
USR,"Can you book me a trip there from Diagon Alley, leaving on August 13th?",inform,inform
USR,For 7 men and women,inform,inform
SYS,Hi there!,suggest,directive
SYS,I am searching trips available to Hogsmeade but am unable to find any possibilities.,suggest,directive
SYS,Is there another destination you might be interested in?,suggest,directive
USR,"Well, we were thinking Dominican Republic could be fun as well.",inform,inform
SYS,Ok.,inform,inform
SYS,I will look for trips to Dominican Republic.,inform,inform
SYS,Do you have another option for a departure city?,inform,inform
USR,"Yes, Vancouver.",inform,inform
SYS,Great!,request,directive
SYS,Where would you like to travel to?,request,directive
USR,Punta Cana is good!,inform,inform
SYS,Great.,offer,commissive
SYS,I can book a trip for 7 people travelling from Vancouver to Punta Cana for 3853.27USD.,offer,commissive
USR,that's just a little over my budget... what about for 3 adults instead of 7?,negate,disagreement
SYS,"For three adults, this trip would cost 1651.40USD.",offer,commissive
USR,The trip meant to be a bachelor party for my friend.,switch_frame,
USR,is there an open bar at the hotel?,switch_frame,
SYS,I do not have this information for the El Mar hotel in Punta Cana.,inform,inform
USR,How many stars is it?,request,directive
SYS,2.5 stars.,inform,inform
USR,Let's try 4 stars.,inform,inform
SYS,I'm having trouble finding 4 star hotels in Punta Cana for you.,request,directive
SYS,Perhaps if you provided a departure and/or return date I could narrow things down?,request,directive
USR,"End of August, anytime after the 22nd of August.",inform,inform
SYS,I am only able to find hotels with a 2.5 star rating in Punta Cana for that time.,inform,inform
USR,2.5 stars will do.,inform,inform
USR,Can you offer any additional activities?,inform,inform
SYS,Unfortunately I am not able to provide this information.,sorry,apology
USR,How about breakfast?,request,directive
SYS,El Mar does not provide breakfast.,inform,inform
USR,Are there other hotels in the area that do?,request_alts,directive
SYS,I am unable to find other hotels in Punta Cana that offer free breakfast.,no_result,
USR,In that case I will book the first one for 1651.,switch_frame,
USR,40 USD.,switch_frame,
SYS,Great!,inform,inform
SYS,"You will leave Vancouver at 10:00 am - Wednesday, August 24th.",inform,inform
USR,When do we leave?,request,directive
SYS,"You will leave Vancouver at 10:00 am - Wednesday, August 24th.",inform,inform
USR,leave Punta Cana?,request,directive
SYS,"You will leave Punta Cana at 4:00 am - Tuesday, August 30th.",inform,inform
